id,title.main_title,title.subtitle,date.date_display,date.date_display_classification,date.date_radical,date.date_radical_classification,subjects.topics,subjects.form_genre,edition_enumeration,classifications,contributions,languages,places,relationships,held_by,electronic_locator,summary,notes,cluster,pc1,pc2
4268,"Les chateaux d'Athlin et de Dunbayne, histoire arrivée dans les montagnes d'Écosse, par Anne Radcliffe. Traduite de l'anglais",,1797,,,,,Fiction (FAST Forms); Gothic fiction (FAST Forms),,Integral (Translation Status),translator::person::1937::Anonymous (41); publisher::person::2768::Laurent-Étienne Testu; publisher::person::2784::Louis-Alexandre Delalain,French,2988507::Paris::France,::translation of::2889::The castles of Athlin and Dunbayne (1789),,https://gallica.bnf.fr/ark:/12148/bpt6k3186421.texteImage,,"The novel contains many of the typical subjects that lent the gothic novel its radical subtext, especially in the work of known progressive authors like Radcliffe.

Announced in Journal typographique et bibliographique, vol. 1 (1797-1787), p. 85.

See Frances A. Chiu, 'Faulty towers: Reform, Radicalism and the Gothic Castle, 1760-1800',  Romanticism on the Net, Issue 44, November 2006 for elements of anticlericalism in the novel.",3,0.9188295303330979,0.1741782602849773
3444,"Les choses comme elles sont, ou les aventures de Caleb Williams",,1796,,,,Conduct of life (FAST Topic); Human rights (FAST Topic); Politics and government (FAST Topic),,,Integral (Translation Status); Retranslation (Translation Status),publisher::person::2765::Isaac Hignou; translator::person::1319::Samuel de Constant de Rebecque (Par des gens de la campagne),French,2659994::Lausanne::Switzerland,"::translation of::2355::Things as they are, or, The Adventures of Caleb Williams (1794)",,https://books.google.co.uk/books?id=Dx6_yKRqfBEC&pg=RA1-PA106&dq=caleb+williams+l%27homme&hl=nl&sa=X&ved=0ahUKEwi00IqbwNPlAhVeQkEAHZjKAvAQ6AEINjAB#v=onepage&q&f=false,,"Godwin's source text was a Jacobin novel (Kelly, The English Jacobin Novel), aimed among other things at exposing injustices in the English legal system. In his preface, the translator stresses this subject and compares it to the abuses of the French Old Regime.",3,0.4710852199050506,0.03170121712852407
4032,"Les choses comme elles sont, ou les aventures de Caleb Williams",,,,,,,,,Dedication (Paratext Forms); Epigraph (Paratext Forms); Preface (Paratext Forms); Meta-communicative (Paratext Functions); Text-activating (Paratext Functions),author::person::1319::Samuel de Constant de Rebecque,French,,"::paratext of::2707::Les choses comme elles sont, ou les aventures de Caleb Williams (1796)",,,"'Le traducteur',  p. 5: 'il paroît que l'auteur a voulu relever d'une matière très-vive les abus qui se sont introduits dans de certains usages et dans tout ce qui regarde l'exécution des lois criminelles de son pays. On sera étonné d'entendre dire à un Anglais, qu'il y a des bastilles en Angleterre, comme il y en avait autrefois en France'.","Translator dedicates the text to his children in 'Epître dédicatoire du traducteur. A mes enfans': Thanks his son or daughter C. for help with translation.

In preface entitled 'Le traducteur', the translator discourses on the importance of books in a free society, both to circulate knowledge and to expose abuses. Explains that Goodwin has intended the book to denounce the horrible injustices of the English penal system. Translator suggests education is even more important than better laws to obtain reform. Followed by some thoughts on the genre of the novel. Also comments on the other translation of the same novel which appeared simultaneously. Comments that the other book is more expensive.",2,0.47458993828295337,0.49182778907947433
5320,"Les Cinq hommes. Vie privée des membres du Directoire, ou les Puissants tels qu'ils sont",,1796,,An V,,Politics and government (FAST Topic),Biographies (FAST Forms); Essays (FAST Forms),,Source-text (Translation Status),author::person::2728::Joseph Despaze; publisher::person::2728::Joseph Despaze (Chez l'auteur),French,2988507::Paris::France; 2643743::London::United Kingdom,,,,"Epigraph from Montjoye ('Constitution d'Orleans'): ""Ce n'est plus la Terreur qui regne sur nous"".","A vindication of the leaders of the Directory and French Republic, written at the age of twenty.

Reprinted and sold in London by De Bosse in 1797. Favourably reviewed in the Analytical Review, Vol.25 (1797), p.149.",3,0.7632640175170082,-1.066096574775624
5055,Les Confessions,,1782,,,,,Autobiographies (FAST Forms),,Source-text (Translation Status),author::person::1299::Jean-Jacques Rousseau,French,2660646::Geneva::Switzerland,,,,,,3,0.5869479446297516,-0.2715225063121878
4549,"Le sens commun, adressé aux habitants de l'Amérique, par Thomas Paine, secrétaire du Congrés pour les Affaires Étrangères, pendant le guerre de l'Amérique, et membre de la Convention Nationale de France en 1792. Traduit sur la dernière édition, publiée à Londres par l'auteur",,1793,,,,History (FAST Topic); Human rights (FAST Topic); Philosophy (FAST Topic); Republicanism (FAST Topic); Revolutions (FAST Topic),Essays (FAST Forms),,Integral (Translation Status); Retranslation (Translation Status),translator::person::2185::Anonymous (153); publisher::person::1695::François Buisson,French,2988507::Paris::France,"::translation of::3153::Common sense, addressed to the inhabitants of America, on the following interesting subjects: I. Of the origin and design of government in general, with concise remarks on the English Constitution, II. Of monarchy and hereditary succession, III. Thoughts on the present state of American affairs, IV. Of the present ability of America, with some miscellaneous reflections (1776)",organisation::1222::Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/bpt6k56503478.texteImage,,"Probably based on the censored Parsons edition of 1792. Buisson's translation was published in the spring of 1793, announced in 'Le Moniteur' (2 March 1793) and reviewed in 'La Décade philosophique' (1794), vol.2, p.162.

Bonneville labelled Buisson's commissioning of this rival translation to the Cercle Social's Griffet de Labaume translation as pure ""greed"", in his 'Bulletin des Amis de la Vérité' #63 (3 March 1793). He went on to lambast him for using a censored version where Labaume's version included the suppressed passages of the English edition. He boasted that Labaume had used a personal copy that Paine had offered to Turgot via Benjamin Franklin in 1781, in which the blanks were filled in. Either Turgot or Franklin probably then gave it to La Rochefoucauld d'Enville who employed Labaume as his secretary.
This attack on the veracity of translations appeared to be part of a larger competition over control of Paine’s prestige. It came in the context of Buisson's ambitious plans to become Paine's main publisher by also offering a second edition of the translation of the first volume of 'Rights of Man' , in a version that he claimed Paine had adopted, as well as a collection of his writings in the same year.

See Carinne Lounissi, 'Thomas Paine in French' (Journal of Early American HIstory II (2021): 156ff.",3,0.8941363586997098,-0.3443806377438741
3481,"Le sens-commun. Ouvrage adressé aux Américains, et dans lequel on traite de l’origine et de l’objet du gouvernement, de la constitution anglaise, de la monarchie héréditaire, et de la situation de l’Amérique septentrionale. Traduit de l’anglais de Th. Paine",,,,,,,,,Notes (Paratext Forms); Hermeneutical (Paratext Functions),author::person::1184::Antoine-Gilbert Griffet de Labaume,French,,"::paratext of::2171::Le sens-commun. Ouvrage adressé aux Américains, et dans lequel on traite de l’origine et de l’objet du gouvernement, de la constitution anglaise, de la monarchie héréditaire, et de la situation de l’Amérique septentrionale. Traduit de l’anglais de Th. Paine (1791)",,,"p. 10, fn (on royal absolutism in France): 'Payne écrivoit ceci long-tems avant notre glorieuse Révolution'. p. 12, fn (about the calm of republican government in the Netherlands): 'Cette tranquillité a été troublée depuis peu; mais cela même confirme l'idée de Payne. Les troubles intérieurs de la Hollande sont venus par la faute des rois, et de ce qu'on avoit entrepris de lui en donne un'. p. 53: 'Cette note de Payne n'est par tout-à-fait exacte'.","The translator added a few footnotes to correct the author or to bring his account up to date with recent events. He also cut a crucial passage comparing King George to Pharaoh, thus drawing a parallel between the battle of Lexington in 19 April 1775 and the King's flight to Varennes on 21 June 1791.",2,0.4747351344049847,0.33215743430586364
3480,"Le sens-commun. Ouvrage adressé aux Américains, et dans lequel on traite de l’origine et de l’objet du gouvernement, de la constitution anglaise, de la monarchie héréditaire, et de la situation de l’Amérique septentrionale. Traduit de l’anglais de Th. Paine",,1791,,,,History (FAST Topic); Human rights (FAST Topic); Philosophy (FAST Topic); Republicanism (FAST Topic); Revolutions (FAST Topic),Essays (FAST Forms),,Integral (Translation Status); Retranslation (Translation Status),translator::person::1184::Antoine-Gilbert Griffet de Labaume; publisher::person::1664::Jean-Louis-Antoine Reynier (Reynier); publisher::person::2812::Pierre-Charles-Augustin Gueffier,French,2988507::Paris::France,"::translation of::2377::Common sense, addressed to the inhabitants of America, on the following interesting subjects: I. Of the origin and design of government in general, with concise remarks on the English Constitution, II. Of monarchy and hereditary succession, III. Thoughts on the present state of American affairs, IV. Of the present ability of America, with some miscellaneous reflections (1776)",,"https://books.google.co.uk/books?id=viBMAAAAcAAJ&pg=PA1&dq=Le+sens-commun+:+ouvrage+adresse%CC%81+aux+Ame%CC%81ricains,+et+dans+lequel+on+traite+de+l%27origine+et+de+l%27objet+du+gouvernemen&hl=nl&sa=X&ved=2ahUKEwjr0J26huHrAhWJ3YUKHVAXBLQQ6AEwBXoECAMQAg#v=onepage&q&f=false",,"Based on the London edition of 1791. First translation dates from 1776.
Review in La Décade philosophoque vol. 2, year II, 30 thermidor, p. 159-162. 
See Chappey, La traduction comme pratique politique chez Antoine-Gilbert Griffet de Labaume (1756-1805), p. 228",3,0.8681163757050001,-0.3334503786746755
4468,"Le sens-commun. Ouvrage adressé aux Américains, et dans lequel on traite de l’origine et de l’objet du gouvernement, de la constitution anglaise, de la monarchie héréditaire, et de la situation de l’Amérique septentrionale. Traduit de l’anglais de Th. Paine. Nouvelle édition revue et corrigée",,1793,,Year 2,,History (FAST Topic); Human rights (FAST Topic); Philosophy (FAST Topic); Republicanism (FAST Topic); Revolutions (FAST Topic),Essays (FAST Forms),,Re-issues (Printing and Publishing Status); Integral (Translation Status),translator::person::1184::Antoine-Gilbert Griffet de Labaume; publisher::person::1664::Jean-Louis-Antoine Reynier; publisher::person::2812::Pierre-Charles-Augustin Gueffier,French,2988507::Paris::France,"::other edition::3073::Le sens-commun. Ouvrage adressé aux Américains, et dans lequel on traite de l’origine et de l’objet du gouvernement, de la constitution anglaise, de la monarchie héréditaire, et de la situation de l’Amérique septentrionale. Traduit de l’anglais de Th. Paine (1791)",,https://gallica.bnf.fr/ark:/12148/bpt6k56504503/f3.item.texteImage,,,3,0.983435774614442,-0.26678083011555864
5133,"Les Hommes Nouveaux, ou solution du problème","Comment, d'après les principes posés dans la nouvelle régénération politique des peuples, peut-on, dans la pratique, opérer, parmi les individus une régénération morale? Adressé à tous les peuples, par Vincent Dandolo",1800,,Year 8,,Philosophy (FAST Topic); Politics and government (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),author::person::2555::Giuseppe Compagnoni; publisher::person::2554::Louis Fayolle; author::person::2553::Vincenzo Dandolo,French,2988507::Paris::France,,,https://babel.hathitrust.org/cgi/pt?id=njp.32101069175543&view=1up&seq=7&skin=2021,,"Vincenzo Dandolo contributed the introduction and conclusion, but the bulk of the work was probably written by Giuseppe Compagnoni (see Marcello Savini's Introduction to the modern edition of 'Gli uomini nuovi' (Bologna: CLUEB, 2004), pp.5-7. 
Ivana Pederzani instead believes Dandolo to be the main author 'I Dandolo: dall'Italia dei lumi al Risorgimento' (Milan: Franco Angeli, 2014, p.89). 

Dandolo and Compagnoni were living as exiles in Paris at the time, and were close to the idéologues and the group of the Institut National. Their booklet has been read as their contribution to the myth of Napoleon in support of the consulate as the manifestation of a 'republic of savants', a constitutional government led by reason and wisdom. Public education was heralded as the 'solution' to the problem of the moral and political 'regeneration' of mankind.",3,1.1199485073142497,-0.7933758932817138
3538,"Le siècle de la raison, ou le Sens commun des droits de l'homme, par F. Lanthenas [...]. Suivi d'un Tableau frappant du despotisme & fanatisme ancien & moderne dédié à tous les sans-culottes de la République française & à nos descendants par le citoyen Néez, propagateur de l'esprit révolutionnaire",,"[1793,1794]",,Year 2,,Human rights (FAST Topic); Philosophy (FAST Topic); Religion (FAST Topic),Essays (FAST Forms); Pamphlets (FAST Forms),,Partial (Translation Status),translator::person::1185::François-Xavier Lanthenas; publisher::person::2812::Pierre-Charles-Augustin Gueffier,French,2988507::Paris::France,::translation of::2409::The Age of Reason. Being an Investigation of True and Fabulous Theology (1794),,http://gallica.bnf.fr/ark:/12148/bpt6k8534510/f5.image,,"Unacknowledged translation of a first unpublished version/draft of Thomas Paine's The Age of Reason (1794). Paine is not listed as the author, but Lanthenas is. This incomplete version is an attack on Catholicism and religion, and does not include the overt promotion of deism of the first published edition of the work (1794). Includes a 'Tableau frappant' by citizen Néez.",3,0.9513270682877671,-0.25421849376460903
5363,"Le Siècle de la Raison, ou Recherches sur la vraie théologie et sur la théologie fabuleuse",,1794,,An 2,,Philosophy (FAST Topic); Religion (FAST Topic),Essays (FAST Forms),,Integral (Translation Status),translator::person::1185::François-Xavier Lanthenas; publisher::organisation::1038::Imprimerie du Cercle Social (Au Bureau de l'imprimerie); publisher::person::2812::Pierre-Charles-Augustin Gueffier,French,2988507::Paris::France,::translation of::4024::The Age of Reason. Being an Investigation of True and Fabulous Theology (1794),,,,Second complete edition with dedication by Paine to the citizens of the United States,3,0.996404127696763,0.046180282917560524
3632,"Les inconvénients du célibat des prêtres, prouvés par des recherches historiques",,1781,,,,Anti-clericalism (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),"author::person::1414::Jacques  Gaudin; publisher::organisation::1415::Pellet, Jean-Léonard",French,2660646::Geneva::Switzerland,,organisation::1222::Bibliothèque nationale de France,,,,3,0.5453390672417755,-0.38908423395844655
3376,Les loisirs du chevalier d'Éon de Beaumont,,1774,,,,,Essays (FAST Forms),,Source-text (Translation Status),"author::person::1275::Charles de Beaumont, chevalier d'Éon",French,2759794::Amsterdam::Netherlands,,,,,,3,0.5348987552964753,-0.45626074318588283
3665,Les malheurs du sentiment,,1789,,,,,Fiction (FAST Forms),,Misattributed (Paratext Forms); Integral (Translation Status),"translator::person::1245::Louis-Sébastien Mercier; publisher::organisation::1448::Poinçot, Claude-François",French,2988507::Paris::France,::translation of::2472::The curse of sentiment (1787),organisation::1221::British Library,,,"The title of the translation attributed the source text to Henry Fielding, whereas the real author was Charles Dodd.",3,0.9124114366698773,0.18080682250149616
3427,Les mystères d'Udolphe,,1798,,,,,Fiction (FAST Forms); Gothic fiction (FAST Forms),,Integral (Translation Status),publisher::person::2920::Claude-François Maradan; translator::person::1307::Victorine de Chasteney,French,2988507::Paris::France,::translation of::2346::The mysteries of Udolpho (1794),,https://books.google.co.uk/books?id=3QpMAAAAcAAJ&printsec=frontcover&dq=ann+radcliffe+les+myst%C3%A8res+d%27udolphe&hl=nl&sa=X&ved=0ahUKEwjM3sL87dXlAhVSfMAKHfheAc4Q6AEIKTAA#v=onepage&q=ann%20radcliffe%20les%20myst%C3%A8res%20d'udolphe&f=false,,"The novel contains many of the typical subjects that lent the gothic novel its radical subtext, especially in the work of known progressive authors like Radcliffe. The translator was a noblewoman who lived a fashionable society life under the Directory. Translation announced in La Décade philosophique year IV/3, n. 78, p. 531.
Review in Magasin encyclopédique, 1797, vol,2, p.526-530.",3,0.9358570269410738,0.1724194755630653
4332,Les nouveaux saints,,1801,,year 9,French Republican Calendar (Wikidata),Anti-clericalism (FAST Topic),Poetry (FAST Forms),,Source-text (Translation Status),publisher::person::2938::Jean-François Dabin; author::person::1223::Marie-Joseph Chénier (Anonymous),French,2988507::Paris::France,,organisation::1222::Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/bpt6k5450799w,,,3,1.1673960024588372,-0.25127395634081556
3620,"Les prédictions de Jean Gorani, citoyen français, sur la révolution de France",,1797,,,,Politics and government (FAST Topic),Fiction (FAST Forms),,Source-text (Translation Status),"author::person::1405::Giuseppe Gorani; publisher::organisation::1182::Thompson, W.",French,2643743::London::United Kingdom,::related to::2452::Lettres sur la révolution francaise (1793),organisation::1222::Bibliothèque nationale de France,,,Really published in London or actually in Paris?,3,0.241567758918177,-0.774252159647289
4671,Les préjugés détruits,"par J.M. Lequinio, membre de la Convention Nationale, et citoyen du globe",1792-11,,Year 1,,Antislavery movements (FAST Topic); Human rights (FAST Topic); Philosophy (FAST Topic); Religion (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),publisher::organisation::1038::Imprimerie du Cercle Social; author::person::2305::Joseph-Marie Lequinio; publisher::person::2744::Nicolas-Amable-Germain Debray; publisher::person::2709::Victor Desenne,French,2988507::Paris::France,,organisation::1221::British Library,https://books.google.co.uk/books?id=FwC0pMZKI4UC&printsec=frontcover&dq=lequinio+pr%C3%A9jug%C3%A9s+d%C3%A9truits&hl=nl&sa=X&ved=2ahUKEwioqvGD8vDvAhUf_rsIHeKUCQIQ6wEwAHoECAAQAQ#v=onepage&q&f=false,,URL is to the second edition.,3,1.0976598673089597,-0.7080932940251209
4890,"L’esprit des esprits, ou pensees choisies pour servir de suite aux maximes de la Rochefoucault",,1777,,,,Conduct of life (FAST Topic); Philosophy (FAST Topic),Sayings (FAST Forms),,Source-text (Translation Status),"author::person::2411::François, duc de La Rochefoucauld; publisher::person::2413::Jean-Didier Dorez",French,2988507::Paris::France,,,,,,3,1.035662028784278,-0.44103625381019657
4282,"Les promenades champêtres. Dialogues à l'usage des jeunes personnes, traduits de l'anglais",,1799,,Year 7,,Conduct of life (FAST Topic),Fiction (FAST Forms); Instructional and educational works (FAST Forms),,Integral (Translation Status),translator::person::1938::Anonymous (42); publisher::person::2920::Claude-François Maradan,French,2988507::Paris::France,"::translation of::2896::Rural walks. In dialogues, intended for the use of young persons (1795)",,https://books.google.be/books?id=kZtMAAAAcAAJ&printsec=frontcover&dq=Les+promenades+champ%C3%AAtres:+dialogues&hl=en&sa=X&redir_esc=y#v=onepage&q=Les%20promenades%20champ%C3%AAtres%3A%20dialogues&f=false,,"Smith's first educational work, aimed at little girls. She wrote educational works out of necessity, after her radical political opinions had discredited her as a novelist. 

The work is included here because it was translated to French at time of considerable debate about women's education. A few years later, Napoleonic legislation made women again more dependent on husbands and fathers.

Elizabeth A. Dolan has argued that Smith introduced a feminist perspective on motherhood in her educational works: https://www.researchgate.net/publication/240535053_COLLABORATIVE_MOTHERHOOD_MATERNAL_TEACHERS_AND_DYING_MOTHERS_IN_CHARLOTTE_SMITH%27S_CHILDREN%27S_BOOKS.",3,1.075807369359566,0.2925235834714662
3564,"Les questions de Zapata, traduites par le sieur Tamponet",,1766,,,,Anti-clericalism (FAST Topic),Dialogues (Literature) (FAST Forms); Essays (FAST Forms),,Source-text (Translation Status),publisher::organisation::1172::Cramer frères; author::person::1228::François-Marie Arouet de Voltaire,French,2879139::Leipzig::Germany; 2660646::Geneva::Switzerland,,,,,,3,0.5813076001047714,-0.3927181996654375
4120,Les Rêveries du promeneur solitaire,,1781/1783,,,,Philosophy (FAST Topic),Fiction (FAST Forms),,Source-text (Translation Status),author::person::1299::Jean-Jacques Rousseau,French,2660646::Geneva::Switzerland,,,,,,3,0.6018912495655628,-0.28029432890318157
3241,Les ruines ou Méditation sur les révolutions des empires,,1791,,,,Anti-clericalism (FAST Topic); History (FAST Topic); Human rights (FAST Topic); Philosophy (FAST Topic); Politics and government (FAST Topic); Religion (FAST Topic),Allegories (FAST Forms); Essays (FAST Forms); Fiction (FAST Forms),,Source-text (Translation Status),"author::person::1190::Constantin-François Chasseboeuf, comte de Volney; publisher::person::2709::Victor Desenne",French,2988507::Paris::France,,,,,"A second edition was published and sold six months later, in January 1792, by Desenne, Volland and Plassan.",3,0.9832874108318941,-1.0231791176756397
5326,"Lessons to a Young Prince, on the Present Disposition in Europe to a General Revolution",,1790-09,,,,Libel and slander (FAST Topic); Politics and government (FAST Topic),Constitutions (FAST Forms); Pamphlets (FAST Forms),,Source-text (Translation Status),author::person::1302::David Williams (Anonymous); publisher::person::2184::Henry Delahoy Symonds; publisher::person::2325::James Ridgway (Anonymous),English,2643743::London::United Kingdom,,organisation::1221::British Library,https://data.historicaltexts.jisc.ac.uk/view?pubId=ecco-0372800900&pageId=ecco-0372800900-10,"""I have written a little Pamphlet as an antidote to the Poison which is here diffused by the Court, the Nobles & Clergy, who are alarmed at the Progress of Liberty"" (letter from Williams to Brissot, 27 Sept 1790, in AN Ms. 446/AP6)","This satirical work, which appeared in September 1790, went through seven editions in a year. The first edition was anonymous. 

From the 2nd edition onwards, it bore the pseudonym, 'Old Statesman', and included an overt rebuttal of Burke's 'Reflections' as the tenth lesson ('with the Addition of a Lesson on the Mode of Studying and Profiting by Reflections on the French Revolution, by the Right Honourable Edmund Burke'), with a further appendix after 1791. Editions were also published in Dublin: William Jones (1791), New York: Childs and Swaine (1791) and Philadelphia: Mathew Carey (1796). 

While it was jointly published with Ridgway, only Symond's name was on the imprint [as H.D. Simmons]. They rarely shared the same imprint out of political prudence. If one was imprisoned for libel or sedition, the other would supervise his partner's business, and vice versa. An advertisement in The World (23 Sept 1790) reveals that it was also sold by Baldwin and Lewis.

Mixed review by John Gillies in the Monthly Review (4 March 1791), dismissing it as just ""another Whig tract"", despite its appeal for non-partisan consideration of alternative political constitutions and explicit disavowal of any party interest. Symonds at the time was closely associated with the Whig press.

Included five diagrams detailing the political constitutions of England, France and the United States in figurative form. These show the relative powers and linkage of class hierarchies in the 'Political Constitution of England by Alfred', the 'English Government at the Revolution', the 'English Government in 1790', the 'French Revolutionary State, and the 'New American Republic'. These diagrams were reproduced in the Bouche de Fer serial translation, and again, in Bonneville's 'L'esprit des religions' (1791).

See Peter Robinson, 'Henry Delahay Symonds and James Ridgway’s Conversion from Whig Pamphleteers to Doyens of the Radical Press, 1788–1793', in The Papers of the Bibliographical Society of America, vol.108, no.1 (March 2014), pp.61-90. Also Dybikowski, pp.316-17.",4,-0.8915722335006734,-0.8911351089224522
3613,"Les templiers, tragédie par M. Raynouyard","Représentée pour la première fois sur le Théâtre Français par les Comédiens ordinaires de l'Empereur, le 24 floréal an XIII (14 mai 1805); Précédée d'un précis historique sur les Templiers",1805,,An XIII,,History (FAST Topic),Drama (FAST Forms),,Source-text (Translation Status),author::person::1401::François-Just-Marie Raynouard; ::person::2652::Giguet et Micaud,French,2988507::Paris::France,,,https://www.google.co.uk/books/edition/Les_Templiers_Ttrag%C3%A9die_Par_M_Raynouard/RZPr89PJb88C?hl=en&gbpv=1&dq=templiers%20raynouard%20an%20XIII&pg=PP4&printsec=frontcover,,"Napoleon reportedly admired this play, which was successfully preformed (38 times in 1805) and went through several reprints, and gained Rayounard membership of the Académie franchise in 1807. Rayounard followed it with a collection of historical documents entitled Monuments realtifs à la condamnation des Templiers, published in 1813 and attached to later editions of the play.

See entry on Le Théâtre français de la Révolution à l'Empire website: http://theatre1789-1815.e-monsite.com/pages/pieces-gens-et-lieux/les-pieces/t/les-templiers-raynouard.html",3,1.1754309567893593,-0.36733748787092635
4802,Les tombeaux de Vérone drame en cinq actes par M. Mercier,,1782,,,,Social problems (FAST Topic),Drama (FAST Forms),,Source-text (Translation Status),author::person::1245::Louis-Sébastien Mercier; publisher::organisation::1433::Société typographique de Lausanne,French,2659496::Neuchâtel::Switzerland,,,,,,3,0.5986074825562581,-0.2352196958583967
3313,"Les Victimes Cloitrées. Drame en quatre actes, et en prose",,1793,,,,Conduct of life (FAST Topic),Drama (FAST Forms); Fiction (FAST Forms); Gothic fiction (FAST Forms),,Source-text (Translation Status),publisher::person::2792::Antoine Chambon (Chez Chambon); author::person::1252::Jacques-Marie Boutet de Monvel,French,2988507::Paris::France; 3031582::Bordeaux::France,,organisation::1222::Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/bpt6k48210k.image,,This play was first put on at the Théatre de la Nation in March 1791. Reissued in 1796 Chez Barba.,3,1.0599180212133776,-0.3983050942987347
4561,"Les XVI commandements patriotiques, par un vrai républicain",,1794,uncertainty (Wikidata),,,Human rights (FAST Topic); Politics and government (FAST Topic),Catechisms (FAST Forms),,Source-text (Translation Status),publisher::person::1614::Antoine-Marie-Henri Boulard; author::person::2192::Pierre-François Palloy,French,2988507::Paris::France,,,,,,3,1.006281248845298,-0.7782047203322047
4674,"Les XXV préceptes de la raison. Rédigés par le citoyen J. Grasset Saint-Sauveur de Bordeaux et mis en vers par le citoyen C. Rémard de la Section Révolutionnaire, suivis d'une prière républicaine",,1794,,Year 2,,Human rights (FAST Topic); Philosophy (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),publisher::person::1924::Eugène Onfroy; author::person::2307::Jacques Grasset de Saint-Sauveur,French,2988507::Paris::France,,organisation::1222::Bibliothèque nationale de France,,,"First published in the Feuille villageoise, as indicated in the editor's preface.",3,1.0827634716662653,-0.6752190121145811
4753,"Le Tableau des Sabines: Exposé publiquement au Palais national des Sciences et des Arts, salle de la ci-devant Académie d'architecture. Par le C.en David, membre de l'Institut national.",,1799,,An VIII,,Philosophy (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),author::person::1556::Jacques-Louis David; publisher::person::2723::Pierre Didot (De l'imprimerie de P. Didot l’aîné),French,2988507::Paris::France,,,,,,3,1.1057539300938473,-0.549345761994291
4803,Le tombe di Verona dramma in cinque atti del signor Mercier. Traduzione di Giuseppe Ramirez,,1797,,Anno primo della libertà italiana,,Social problems (FAST Topic),Drama (FAST Forms),,Retranslation (Translation Status),"translator::person::2367::Giuseppe Ramirez; publisher::organisation::1648::Stella, Antonio Fortunato",Italian,3164603::Venice::Italy,"::translation of::3704::Les tombeaux de Vérone drame en cinq actes par M. Mercier (1782); ::related to::3433::Le tombe di Verona dramma in cinque atti in prosa del signor Mercier traduzione italiana (1789); ::part of::3431::Il teatro moderno applaudito ossia raccolta di tragedie, commedie, drammi e farse che godono presentemente del più alto favore sui pubblici teatri, cosi italiani, come stranieri. Corredata di notizie storico critiche e del Giornale dei teatri di Venezia. (1796/1801)",,https://books.google.co.uk/books?id=0_uASk11KywC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,,,0,-0.011396521979675013,1.142542021644494
4804,Le tombe di Verona dramma in cinque atti in prosa del signor Mercier traduzione italiana,,1789,,,,Social problems (FAST Topic),Drama (FAST Forms),,Integral (Translation Status),translator::person::2364::Anonymous (208); publisher::organisation::2366::Sereno Sereni e compagnia; publisher::organisation::2365::Stamperia Zerletti,Italian,3164603::Venice::Italy,::translation of::3432::Les tombeaux de Vérone drame en cinq actes par M. Mercier (1782),,,,"The cover hides the real place of publication, Venice, and just reports Florence as the place where the work is sold and distributed. See, https://opac.sbn.it/opacsbn/opaclib?saveparams=false&db=solr_iccu&select_db=solr_iccu&searchForm=opac%2Ficcu%2Ffree.jsp&resultForward=opac%2Ficcu%2Ffull.jsp&do_cmd=search_show_cmd&rpnlabel=+Tutti+i+campi+%3D+tombe+di+verona+%28parole+in+AND%29+&rpnquery=%40attrset+bib-1++%40attr+1%3D1016+%40attr+4%3D6+%22tombe+di+verona%22&refine=4031%21%3A%211789%21%3A%211789%21%3A%21Anno+di+pubblicazione&nentries=1&fname=none&from=1",0,-0.17476479509475315,1.1616092796049657
3643,"Le traité de la servitude volontaire, ou Le contre un",,1741,,,,Human rights (FAST Topic),Essays (FAST Forms),,Source-text (Translation Status),publisher::person::2906::Claude Dubosc; author::person::1424::Etienne de La Boëtie; publisher::person::2907::Guillaume Darres,French,2643743::London::United Kingdom,,,http://davidmhart.com/liberty/FrenchClassicalLiberals/LaBoetie/1576_Goulart/Discours-Goulat_MemoiresEtat1576.pdf,,"Url to 1576 edition. Here is a link to a beautiful, illustrated edition from 1922: http://davidmhart.com/liberty/FrenchClassicalLiberals/LaBoetie/1922_Jou/ParallelEdition2/Parallel-Texts.html

Originally published clandestinely in 1576 in [Simon Goulart], 'Memoires de l'estat de France, sous Charles neufiesme'. (1576-77, Meidelbourg [Genève?]), Vol.3, pp.160-91, and subsequently as an appendix to Michel de Montaigne's 'Essais'. There were many pirated editions of Boetie's book circulated by French Protestants who opposed religious prosecution in France.

It argues that any tyrant remains in power whose subjects allow him to. Man's original freedom has been abandoned by a society which, corrupted by habit, has come to prefer the servitude of the courtier to the liberty of the free man.

An English translation was published for T. Smith in 1735 as, 'Discourse of Voluntary Servitude. Wrote in French by Stephen de la Boetie'. http://davidmhart.com/liberty/FrenchClassicalLiberals/LaBoetie/1735_Smith/Boetie_DiscourseVoluntaryServitude1735.pdf

For a good overview, see http://davidmhart.com/liberty/FrenchClassicalLiberals/LaBoetie/index.html",3,0.14767257009690485,-0.8569284248856142
